enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,training_hours_capped,education_level_encoded,relevent_experience_encoded,experience_encoded,company_size_encoded,last_new_job_encoded,enrolled_university_encoded,city_freq,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,gender_Female,gender_Male,gender_Other,gender_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown
16040,city_103,0.92,Has relevent experience,no_enrollment,Graduate,6,100-500,1,131,0.0,131.0,2,1,6,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32826,city_138,0.836,Has relevent experience,Full time course,Masters,7,Unknown,1,45,0.0,45.0,3,1,7,-1,1.0,1,0.006263701847792045,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
13253,city_82,0.693,Has relevent experience,Full time course,Graduate,11,10/49,2,109,0.0,109.0,2,1,11,1,2.0,1,0.00020879006159306817,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15637,city_67,0.855,Has relevent experience,no_enrollment,Graduate,3,100-500,1,70,0.0,70.0,2,1,3,3,1.0,0,0.022497129136653096,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
28074,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,17,0.0,17.0,2,1,21,3,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
23012,city_103,0.92,No relevent experience,no_enrollment,Masters,15,50-99,1,51,0.0,51.0,3,0,15,2,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
16110,city_103,0.92,Has relevent experience,no_enrollment,Graduate,6,50-99,3,60,1.0,60.0,2,1,6,2,3.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
3921,city_36,0.893,No relevent experience,no_enrollment,Phd,>20,1000-4999,>4,4,0.0,4.0,4,0,21,5,5.0,0,0.008351602463722727,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
24530,city_114,0.926,No relevent experience,no_enrollment,Graduate,12,100-500,>4,7,0.0,7.0,2,0,12,3,5.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1924,city_102,0.804,Has relevent experience,no_enrollment,Masters,>20,100-500,3,164,0.0,164.0,3,1,21,3,3.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
32776,city_64,0.6659999999999999,Has relevent experience,no_enrollment,Graduate,20,Unknown,4,290,0.0,185.5,2,1,20,-1,0.0,0,0.005950516755402443,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1907,city_102,0.804,No relevent experience,no_enrollment,High School,2,<10,never,145,0.0,145.0,1,0,2,0,0.0,0,0.015868044681073182,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
23947,city_103,0.92,No relevent experience,no_enrollment,Phd,Unknown,Unknown,Unknown,70,0.0,70.0,4,0,-1,-1,-1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3116,city_21,0.624,No relevent experience,no_enrollment,Unknown,3,Unknown,1,24,0.0,24.0,-1,0,3,-1,1.0,0,0.14103768660611754,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
24829,city_103,0.92,No relevent experience,no_enrollment,Masters,3,10000+,1,133,1.0,133.0,3,0,3,7,1.0,0,0.22732017955945297,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30488,city_11,0.55,No relevent experience,Full time course,Graduate,2,Unknown,1,20,0.0,20.0,2,0,2,-1,1.0,1,0.01289278630337196,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1265,city_103,0.92,Has relevent experience,no_enrollment,Graduate,10,<10,1,76,0.0,76.0,2,1,10,0,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
22098,city_90,0.698,No relevent experience,Full time course,Masters,5,Unknown,4,21,1.0,21.0,3,0,5,-1,0.0,1,0.010282910533458608,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
13342,city_21,0.624,Has relevent experience,no_enrollment,Graduate,8,5000-9999,2,34,0.0,34.0,2,1,8,6,2.0,0,0.14103768660611754,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
24608,city_160,0.92,No relevent experience,no_enrollment,Graduate,9,<10,2,15,0.0,15.0,2,0,9,0,2.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
20081,city_57,0.866,No relevent experience,no_enrollment,Graduate,>20,Unknown,>4,156,0.0,156.0,2,0,21,-1,5.0,0,0.005376344086021506,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24796,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,>4,15,0.0,15.0,2,1,21,6,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7777,city_114,0.926,Has relevent experience,no_enrollment,Masters,>20,Unknown,never,120,0.0,120.0,3,1,21,-1,0.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22718,city_157,0.769,Has relevent experience,no_enrollment,Graduate,14,10000+,>4,47,0.0,47.0,2,1,14,7,5.0,0,0.001148345338761875,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1261,city_73,0.754,Has relevent experience,no_enrollment,Graduate,12,Unknown,2,100,1.0,100.0,2,1,12,-1,2.0,0,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3396,city_67,0.855,Has relevent experience,Part time course,Graduate,6,500-999,never,102,0.0,102.0,2,1,6,4,0.0,2,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4283,city_103,0.92,No relevent experience,no_enrollment,High School,4,Unknown,never,52,0.0,52.0,1,0,4,-1,0.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
18998,city_114,0.926,Has relevent experience,no_enrollment,High School,9,10/49,4,39,0.0,39.0,1,1,9,1,0.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2003,city_103,0.92,Has relevent experience,Full time course,High School,4,Unknown,1,112,1.0,112.0,1,1,4,-1,1.0,1,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
31786,city_103,0.92,No relevent experience,no_enrollment,Phd,>20,50-99,>4,14,0.0,14.0,4,0,21,2,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8241,city_16,0.91,Has relevent experience,no_enrollment,Unknown,11,Unknown,1,4,0.0,4.0,-1,1,11,-1,1.0,0,0.08001879110554337,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
12154,city_16,0.91,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,55,0.0,55.0,3,1,21,5,5.0,0,0.08001879110554337,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
23455,city_21,0.624,Has relevent experience,no_enrollment,Graduate,6,10000+,4,49,1.0,49.0,2,1,6,7,0.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
19882,city_16,0.91,Has relevent experience,no_enrollment,Graduate,15,Unknown,>4,72,0.0,72.0,2,1,15,-1,5.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
28817,city_89,0.925,Has relevent experience,Full time course,Graduate,14,5000-9999,3,141,1.0,141.0,2,1,14,6,3.0,1,0.003497233531683892,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4656,city_114,0.926,No relevent experience,no_enrollment,High School,6,Unknown,never,28,0.0,28.0,1,0,6,-1,0.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
7280,city_103,0.92,Has relevent experience,no_enrollment,Graduate,13,10000+,1,6,0.0,6.0,2,1,13,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
16903,city_103,0.92,Has relevent experience,no_enrollment,Graduate,17,5000-9999,1,125,0.0,125.0,2,1,17,6,1.0,0,0.22732017955945297,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13333,city_75,0.939,Has relevent experience,no_enrollment,Graduate,>20,Unknown,never,326,0.0,185.5,2,1,21,-1,0.0,0,0.015920242196471448,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
26241,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,33,0.0,33.0,2,1,21,3,2.0,0,0.22732017955945297,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
12381,city_102,0.804,No relevent experience,no_enrollment,Masters,6,10000+,>4,40,0.0,40.0,3,0,6,7,5.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4064,city_160,0.92,Has relevent experience,no_enrollment,Graduate,18,Unknown,1,198,1.0,185.5,2,1,18,-1,1.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
32092,city_103,0.92,Has relevent experience,no_enrollment,Masters,15,10000+,>4,55,0.0,55.0,3,1,15,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
3766,city_150,0.698,No relevent experience,no_enrollment,Graduate,>20,500-999,>4,32,0.0,32.0,2,0,21,4,5.0,0,0.0033928385008873576,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30496,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,11,0.0,11.0,2,1,21,3,5.0,0,0.22732017955945297,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7189,city_73,0.754,Has relevent experience,no_enrollment,Graduate,>20,<10,1,41,0.0,41.0,2,1,21,0,1.0,0,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
29497,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,87,1.0,87.0,3,1,21,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
31593,city_67,0.855,Has relevent experience,no_enrollment,Masters,10,100-500,4,114,0.0,114.0,3,1,10,3,0.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12384,city_70,0.698,Has relevent experience,Unknown,Unknown,>20,Unknown,>4,33,0.0,33.0,-1,1,21,-1,5.0,-1,0.00229669067752375,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
11986,city_90,0.698,Has relevent experience,Part time course,Masters,5,<10,1,15,0.0,15.0,3,1,5,0,1.0,2,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
31033,city_16,0.91,No relevent experience,Full time course,High School,3,Unknown,1,8,0.0,8.0,1,0,3,-1,1.0,1,0.08001879110554337,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
14835,city_173,0.878,Has relevent experience,Part time course,High School,2,100-500,1,22,0.0,22.0,1,1,2,3,1.0,2,0.007881824825138323,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3728,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,5000-9999,4,13,0.0,13.0,3,1,21,6,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3024,city_98,0.949,Has relevent experience,no_enrollment,Graduate,>20,<10,1,246,0.0,185.5,2,1,21,0,1.0,0,0.004123603716463096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
23508,city_103,0.92,Has relevent experience,no_enrollment,Masters,9,10/49,1,22,0.0,22.0,3,1,9,1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
29457,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,<10,1,81,0.0,81.0,3,1,21,0,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
12297,city_175,0.7759999999999999,Has relevent experience,Full time course,Graduate,4,10/49,1,11,0.0,11.0,2,1,4,1,1.0,1,0.0007307652155757385,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
27708,city_94,0.698,No relevent experience,Full time course,Graduate,5,5000-9999,Unknown,24,1.0,24.0,2,0,5,6,-1.0,1,0.0013571354003549432,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3065,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,50,0.0,50.0,2,1,21,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
29226,city_104,0.924,No relevent experience,Full time course,High School,6,Unknown,never,15,0.0,15.0,1,0,6,-1,0.0,1,0.01571145213487838,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
5493,city_28,0.939,Has relevent experience,no_enrollment,Masters,>20,10/49,>4,31,0.0,31.0,3,1,21,1,5.0,0,0.010021922956467273,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2891,city_114,0.926,Has relevent experience,no_enrollment,Masters,>20,50-99,never,84,0.0,84.0,3,1,21,2,0.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32509,city_136,0.897,Has relevent experience,Part time course,Graduate,4,10000+,1,42,0.0,42.0,2,1,4,7,1.0,2,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31841,city_21,0.624,Has relevent experience,no_enrollment,Graduate,10,10/49,>4,105,1.0,105.0,2,1,10,1,5.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
907,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,72,0.0,72.0,2,1,21,2,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
29526,city_115,0.789,Has relevent experience,no_enrollment,Graduate,14,10/49,>4,42,1.0,42.0,2,1,14,1,5.0,0,0.0028186658315064203,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10956,city_94,0.698,Has relevent experience,no_enrollment,Graduate,15,50-99,1,152,0.0,152.0,2,1,15,2,1.0,0,0.0013571354003549432,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
